"","Web.ID","type","subtype","sqfoot","bedrooms","bathrooms","half.baths","price","status","last.update","Time.Viewed","Trimmed.Time","Success","Abandonment","Exterior","Floor","Interior"
"29","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",0,0,0,1,1,0,0
"30","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",14,14,1,0,1,0,0
"31","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",3,3,0,0,0,0,1
"32","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",28,28,1,0,1,0,0
"33","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",0,0,0,1,1,0,0
"34","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",31,31,1,0,1,0,0
"35","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",9,9,1,0,0,0,1
"36","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",4,4,1,0,0,0,1
"37","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",8,8,1,0,0,0,1
"38","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",9,9,1,0,0,0,1
"39","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",4,4,1,0,0,0,1
"40","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",4,4,1,0,0,0,1
"41","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",3,3,0,0,0,0,1
"42","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",3,3,0,0,0,0,1
"43","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",2,2,0,0,0,0,1
"44","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",2,2,0,0,0,0,1
"45","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",2,2,0,0,0,0,1
"46","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",13,13,1,0,0,0,1
"47","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",27,27,1,0,1,0,0
"48","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",11,11,1,0,1,0,0
"49","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",8,8,1,0,1,0,0
"50","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",39,39,1,0,1,0,0
"51","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",5,5,1,0,1,0,0
"52","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",4,4,1,0,1,0,0
"53","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",1,1,0,0,1,0,0
"54","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",2,2,0,0,1,0,0
"55","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",0,0,0,1,1,0,0
"56","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",8,8,1,0,1,0,0
"57","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",1,1,0,0,0,0,1
"58","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",3,3,0,0,0,0,1
"59","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",3,3,0,0,0,0,1
"60","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",3,3,0,0,0,0,1
"61","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",6,6,1,0,0,0,1
"62","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",17,17,1,0,0,0,1
"63","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",4,4,1,0,0,0,1
"64","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",2,2,0,0,0,0,1
"65","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",2,2,0,0,0,0,1
"66","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",2,2,0,0,0,0,1
"67","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",0,0,0,1,0,0,1
"68","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",52,52,1,0,0,0,1
"69","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",4,4,1,0,0,0,1
"70","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",3,3,0,0,0,0,1
"71","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",2,2,0,0,0,0,1
"72","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",3,3,0,0,1,0,0
"73","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",43,43,1,0,1,0,0
"74","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",2,2,0,0,1,0,0
"75","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",4,4,1,0,1,0,0
"76","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",12,12,1,0,1,0,0
"77","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",0,0,0,1,1,0,0
"78","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",46,46,1,0,1,0,0
"79","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",0,0,0,1,0,0,1
"80","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",22,22,1,0,1,0,0
"81","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",0,0,0,0,1,0,0
"82","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",3,3,0,0,1,0,0
"83","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",2,2,0,0,0,0,1
"84","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",8,8,1,0,0,0,1
"85","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",2,2,0,0,0,0,1
"86","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",21,21,1,0,0,0,1
"87","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",4,4,1,0,0,0,1
"88","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",5,5,1,0,0,0,1
"89","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",4,4,1,0,0,0,1
"90","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",8,8,1,0,0,0,1
"91","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",2,2,0,0,0,0,1
"92","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",4,4,1,0,0,0,1
"93","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",6,6,1,0,0,0,1
"94","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",5,5,1,0,0,0,1
"95","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",12,12,1,0,1,0,0
"96","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",3,3,0,0,1,0,0
"97","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",5,5,1,0,1,0,0
"98","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",13,13,1,0,1,0,0
"99","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",6,6,1,0,1,0,0
"100","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",7,7,1,0,1,0,0
"101","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",1,1,0,0,1,0,0
"102","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",0,0,0,1,1,0,0
"103","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",8,8,1,0,1,0,0
"104","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",2,2,0,0,0,0,1
"105","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",2,2,0,0,0,0,1
"106","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",3,3,0,0,0,0,1
"107","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",2,2,0,0,0,0,1
"108","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",1,1,0,0,0,0,1
"109","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",2,2,0,0,0,0,1
"110","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",2,2,0,0,0,0,1
"111","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",3,3,0,0,0,0,1
"112","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",1,1,0,0,0,0,1
"113","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",3,3,0,0,0,0,1
"114","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",2,2,0,0,0,0,1
"115","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",1,1,0,0,0,0,1
"116","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",2,2,0,0,1,0,0
"117","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",1,1,0,0,1,0,0
"118","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",2,2,0,0,1,0,0
"119","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",1,1,0,0,1,0,0
"120","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",1,1,0,0,1,0,0
"121","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",2,2,0,0,1,0,0
"122","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",0,0,0,1,1,0,0
"123","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",81,81,1,0,0,0,1
"124","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",2,2,0,0,0,0,1
"125","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",2,2,0,0,0,0,1
"126","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",2,2,0,0,0,0,1
"127","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",2,2,0,0,0,0,1
"128","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",3,3,0,0,0,0,1
"129","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",2,2,0,0,0,0,1
"130","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",5,5,1,0,0,0,1
"131","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",4,4,1,0,0,0,1
"132","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",0,0,0,1,0,0,1
"133","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",57,57,1,0,1,0,0
"134","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",4,4,1,0,0,0,1
"135","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",6,6,1,0,0,0,1
"136","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",4,4,1,0,0,0,1
"137","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",10,10,1,0,0,0,1
"138","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",7,7,1,0,0,0,1
"139","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",13,13,1,0,0,0,1
"140","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",4,4,1,0,0,0,1
"141","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",6,6,1,0,0,0,1
"142","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",8,8,1,0,0,0,1
"143","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",1,1,0,0,0,0,1
"144","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",6,6,1,0,0,0,1
"145","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",3,3,0,0,0,0,1
"146","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",6,6,1,0,1,0,0
"147","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",9,9,1,0,1,0,0
"148","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",4,4,1,0,1,0,0
"149","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",5,5,1,0,1,0,0
"150","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",5,5,1,0,1,0,0
"151","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",2,2,0,0,1,0,0
"152","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",0,0,0,1,1,0,0
"153","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",6,6,1,0,1,0,0
"154","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",40,40,1,0,0,0,1
"155","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",0,0,0,0,1,0,0
"156","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",0,0,0,1,1,0,0
"157","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",26,26,1,0,1,0,0
"158","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",2,2,0,0,0,0,1
"159","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",3,3,0,0,0,0,1
"160","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",2,2,0,0,0,0,1
"161","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",3,3,0,0,0,0,1
"162","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",4,4,1,0,0,0,1
"163","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",4,4,1,0,0,0,1
"164","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",3,3,0,0,0,0,1
"165","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",4,4,1,0,0,0,1
"166","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",2,2,0,0,0,0,1
"167","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",4,4,1,0,0,0,1
"168","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",2,2,0,0,0,0,1
"169","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",2,2,0,0,0,0,1
"170","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",5,5,1,0,1,0,0
"171","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",6,6,1,0,1,0,0
"172","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",3,3,0,0,1,0,0
"173","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",2,2,0,0,1,0,0
"174","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",2,2,0,0,1,0,0
"175","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",1,1,0,0,1,0,0
"176","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",0,0,0,1,1,0,0
"177","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",9,9,1,0,1,0,0
"178","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",0,0,0,1,0,0,1
"179","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",48,48,1,0,0,0,1
"180","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",2,2,0,0,0,0,1
"181","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",3,3,0,0,0,0,1
"182","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",2,2,0,0,0,0,1
"183","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",2,2,0,0,0,0,1
"184","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",4,4,1,0,0,0,1
"185","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",3,3,0,0,0,0,1
"186","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",1,1,0,0,0,0,1
"187","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",3,3,0,0,0,0,1
"188","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",3,3,0,0,0,0,1
"189","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",2,2,0,0,0,0,1
"190","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",2,2,0,0,0,0,1
"191","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",3,3,0,0,1,0,0
"192","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",4,4,1,0,1,0,0
"193","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",0,0,0,1,1,0,0
"194","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",48,48,1,0,1,0,0
"195","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",0,0,0,1,0,0,1
"196","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",15,15,1,0,1,0,0
"197","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",6,6,1,0,1,0,0
"198","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",1,1,0,0,1,0,0
"199","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",4,4,1,0,0,0,1
"200","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",1,1,0,0,0,0,1
"201","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",6,6,1,0,0,0,1
"202","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",1,1,0,0,0,0,1
"203","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",3,3,0,0,0,0,1
"204","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",1,1,0,0,0,0,1
"205","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",2,2,0,0,0,0,1
"206","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",1,1,0,0,0,0,1
"207","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",1,1,0,0,0,0,1
"208","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",1,1,0,0,0,0,1
"209","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",1,1,0,0,0,0,1
"210","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",2,2,0,0,0,0,1
"211","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",1,1,0,0,1,0,0
"212","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",2,2,0,0,1,0,0
"213","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",3,3,0,0,1,0,0
"214","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",2,2,0,0,1,0,0
"215","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",2,2,0,0,1,0,0
"216","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",8,8,1,0,1,0,0
"217","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",1,1,0,0,1,0,0
"218","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",0,0,0,1,1,0,0
"219","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",34,34,1,0,0,0,1
"220","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",2,2,0,0,0,0,1
"221","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",18,18,1,0,0,0,1
"222","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",2,2,0,0,0,0,1
"223","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",2,2,0,0,0,0,1
"224","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",2,2,0,0,0,0,1
"225","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",4,4,1,0,0,0,1
"226","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",8,8,1,0,0,0,1
"227","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",1,1,0,0,0,0,1
"228","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",2,2,0,0,0,0,1
"229","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",5,5,1,0,0,0,1
"230","F1410261","house","Single Family Detached",4115,3,4,0,1050000,"STACT","2014-07-09 155732",5,5,1,0,1,0,0
